"0","111000110","初診料","2","A000001","0","0","0","0","1","1","1","1","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111000370","乳幼児加算（初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111000470","乳幼児育児栄養指導料","0","0","0","0","0","0","1","0","1","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111000570","時間外加算（初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111000670","休日加算（初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111000770","深夜加算（初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111000870","時間外特例医療機関加算（初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","0","0","0","0","0","0","1","1","1","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111011570","乳幼児夜間加算（小児科初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111011670","乳幼児休日加算（小児科初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111011770","乳幼児深夜加算（小児科初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111011810","初診料（同一日複数科受診時の２科目）","0","0","0","0","0","0","1","0","1","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111011970","乳幼児時間外加算（初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111012070","乳幼児休日加算（初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111012170","乳幼児深夜加算（初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111012270","乳幼児時間外特例医療機関加算（初診）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111012470","夜間・早朝等加算（初診）","0","0","0","0","0","0","0","0","1","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111012510","初診料（文書による紹介がない患者）","2","A000001","0","0","0","0","1","1","1","1","0","0","0","","0","0","000","1","0","0","0","0","20130401","99999999"
"0","111012610","初診料（同一日複数科受診時の２科目・文書による紹介がない患者）","0","0","0","0","0","0","1","0","1","0","0","0","0","","0","0","000","1","0","0","0","0","20130401","99999999"
"0","111012710","特定妥結率初診料","2","A000001","0","0","0","0","1","1","1","1","0","0","0","","0","0","000","1","0","0","0","0","20150101","99999999"
