"0","111000110","初診料","114061210","外来在宅共同指導料２","2","0","0","20220401","99999999"
"0","111000110","初診料","180031410","精神科継続外来支援・指導料","1","0","0","20100401","99999999"
"0","111000110","初診料","180035870","特定薬剤副作用評価加算（精神科継続外来支援・指導料）","1","0","0","20120401","99999999"
"0","111000110","初診料","180050230","精神科継続外来支援・指導料（要件減算・注２除く）","1","0","0","20160701","99999999"
"0","111000470","乳幼児育児栄養指導料","112007950","電話等再診料","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112008850","同日電話等再診料","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112015950","電話等再診料（同一日複数科受診時の２科目）","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112016750","電話等特定妥結率再診料","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112016950","同日電話等特定妥結率再診料","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112017150","電話等特定妥結率再診料（同一日複数科受診時の２科目）","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112023350","電話等再診料（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112023450","同日電話等再診料（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112023550","電話等再診料（同一日複数科受診時の２科目）（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112023650","電話等特定妥結率再診料（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112023750","同日電話等特定妥結率再診料（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111000470","乳幼児育児栄養指導料","112023850","電話等特定妥結率再診料（同一日複数科２科目・３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112007950","電話等再診料","2","0","0","20120401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112008850","同日電話等再診料","2","0","0","20120401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112015950","電話等再診料（同一日複数科受診時の２科目）","2","0","0","20120401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112016750","電話等特定妥結率再診料","2","0","0","20150101","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112016950","同日電話等特定妥結率再診料","2","0","0","20150101","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112017150","電話等特定妥結率再診料（同一日複数科受診時の２科目）","2","0","0","20150101","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112023350","電話等再診料（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112023450","同日電話等再診料（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112023550","電話等再診料（同一日複数科受診時の２科目）（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112023650","電話等特定妥結率再診料（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112023750","同日電話等特定妥結率再診料（３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","112023850","電話等特定妥結率再診料（同一日複数科２科目・３０年３月以前継続）","2","0","0","20200401","99999999"
"0","111011810","初診料（同一日複数科受診時の２科目）","111013770","機能強化加算（初診）","1","0","0","20180401","99999999"
"0","111011810","初診料（同一日複数科受診時の２科目）","114061210","外来在宅共同指導料２","2","0","0","20220401","99999999"
"0","111011810","初診料（同一日複数科受診時の２科目）","180031410","精神科継続外来支援・指導料","1","0","0","20100401","99999999"
"0","111011810","初診料（同一日複数科受診時の２科目）","180035870","特定薬剤副作用評価加算（精神科継続外来支援・指導料）","1","0","0","20120401","99999999"
"0","111011810","初診料（同一日複数科受診時の２科目）","180050230","精神科継続外来支援・指導料（要件減算・注２除く）","1","0","0","20160701","99999999"
"0","111012470","夜間・早朝等加算（初診）","140000190","時間外加算２（イに該当を除く）（処置）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","140000290","休日加算２（イに該当を除く）（処置）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","140000390","深夜加算２（イに該当を除く）（処置）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","140000490","時間外特例医療機関加算２（イに該当を除く）（処置）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","140007910","時間外・休日加算（人工腎臓）","2","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","140055290","休日加算１（１０００点以上）（処置）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","140055390","時間外加算１（１０００点以上）（処置）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","140055490","深夜加算１（１０００点以上）（処置）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","140055590","時間外特例医療機関加算１（１０００点以上）（処置）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150000490","時間外加算２（手術）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150000590","休日加算２（手術）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150000690","深夜加算２（手術）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150000790","時間外特例医療機関加算２（手術）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150231790","時間外加算（麻酔）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150231890","休日加算（麻酔）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150231990","深夜加算（麻酔）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150232090","時間外特例医療機関加算（麻酔）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150371290","休日加算１（手術）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150371390","時間外加算１（手術）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150371490","深夜加算１（手術）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","150371590","時間外特例医療機関加算１（手術）","1","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","160208110","コンタクトレンズ検査料１","2","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","160208210","コンタクトレンズ検査料２","2","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","160208310","コンタクトレンズ検査料３","2","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","160208410","コンタクトレンズ検査料４","2","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","160240870","時間外加算（内視鏡用テレスコープを用いた咽頭画像等解析）","2","0","0","20240601","99999999"
"0","111012470","夜間・早朝等加算（初診）","170016010","時間外緊急院内画像診断加算","2","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","180007810","精神科ナイト・ケア","2","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","180048430","精神科ナイト・ケア（３年超・週３日超）","2","0","0","20180401","99999999"
"0","111012510","初診料（文書による紹介がない患者）","114061210","外来在宅共同指導料２","2","0","0","20220401","99999999"
