"0","111000110","初診料","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111000470","乳幼児育児栄養指導料","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111000570","時間外加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111000670","休日加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111000770","深夜加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111000870","時間外特例医療機関加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","111010770","乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111011570","乳幼児夜間加算（小児科初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111011670","乳幼児休日加算（小児科初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111011770","乳幼児深夜加算（小児科初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111011810","初診料（同一日複数科受診時の２科目）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111011970","乳幼児時間外加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111012070","乳幼児休日加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111012170","乳幼児深夜加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111012270","乳幼児時間外特例医療機関加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111012470","夜間・早朝等加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111012510","初診料（文書による紹介がない患者）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111012610","初診料（同一日複数科受診時の２科目・文書による紹介がない患者）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111012710","特定妥結率初診料","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111012810","特定妥結率初診料（同一日複数科受診時の２科目）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111013770","機能強化加算（初診）","159","初診時","1","0","0","0","0","0","0","20180401","99999999"
"0","111014210","初診料（情報通信機器）","159","初診時","1","0","0","0","0","0","0","20220401","99999999"
"0","111014310","初診料（文書による紹介がない患者）（情報通信機器）","159","初診時","1","0","0","0","0","0","0","20220401","99999999"
"0","111014410","特定妥結率初診料（情報通信機器）","159","初診時","1","0","0","0","0","0","0","20220401","99999999"
"0","111014510","初診料（同一日複数科受診時の２科目）（情報通信機器）","159","初診時","1","0","0","0","0","0","0","20220401","99999999"
"0","111014610","初診料（同一日２科目・注２から４に規定する場合）（情報通信機器）","159","初診時","1","0","0","0","0","0","0","20220401","99999999"
